combined,sentiment
"This place offers western food. We tried two dishes, for both the dishes the taste & preparation was just average. They offer self service. Price wise this place is expensive, considering the taste & self service concept.",3
No one queuing and I only ordered 2 drinks and a scone. Took so long to prepare. The delectable set meal poster on the wall also did not state that its only valid on weekdays. Ordered a scone and no butter or jam given. Was told that I need …,1
Great coffee and pastries! Bakery with great professional warm service in skillful cooking and freshly prepared healthy ingredients. Delicious cake to go with nice aroma coffee and high teas. Spacious lounge with friendly attentive cosy …,5
Food at Cedele outlets for me are always pretty good; Tofu Miso Pasta and Veggie Shroom Thins being some of my frequent orders. They have a decent menu with quite a few vegetarian and vegan options which is great for me (if you don't eat …,4
"One of my favourite joints for their shrimp and avocado coriander wraps, creamy wild mushroom soup, flavorful black pepper crab pasta. Coffees are brewed to perfection; cakes are moist and yummy. (Red velvet cake and dark chocolate cakes, …",5
Artisan bakery with Sandwiches Western delights spaghetti soup salad desserts and cakes. Spacious lounge upscale aircond relaxing atmosphere with great views of shopping floors B2 to 3rd floor. Great coffee pastries and teas for high tea to …,5
"Healthy selection of breads, cakes as well as a good place for coffee or tea. Vegetarian options available as well. Visited on a Sunday afternoon and seats was still readily available. Not that quiet thou as the Mall itself is pretty noisy …",4
The ambience of this place was good. The place has enough seating capacity and not busy om weekends. We ordered coffee and burger. The coffee was awesome and burger was good. Service is also good at this place,4
Excellent service. Tea sets are value for money. Tea is nice and refreshing.  Cakes are delicious. Highly recommend. Will definitely come back again.,5
We bought the Ondeh Ondeh cake from Cedele. It’s amazing how we didn’t need to pre-order the whole Ondeh Ondeh cake unlike many other places with Onden Ondeh cake. We paid reasonable $45 for a whole cake which satisfied more than 10 people. …,5
"I was at the Cedele outlet at Waterway Point on 17 March 2022 at 2:40pm. I ordered a Latte, Strawberry tart and a strawberry yuzu cake. Prior to this, I was standing at the counter for about a minute or so and no one came to take my order. …",1
Surprised to see how empty the place is during weekday's dinner time. But I definitely do enjoy the pleasant peacefulness. Ordered seabass and prawn aglio olio for 22 while my friend ordered avocado on toast. Both of us enjoyed our meal but …,4
"Food and drinks were great
Service wise needs improvement though 😬
my slice of Father's day cake don't have the nice cream on top 😅 but it's yum …",4
"Ordered a Beef Sandwich/Burger?($16.50) with a latte(+$2.90).
Latte was trash. Milk was scalded, it was hot as hell and burnt my mouth. It was very bitter as well. Go downstairs to McDonalds for a good Latte, it's cheaper …",1
"Our Favourite weekend brunch place.

Service …",5
"Ordered Toss and Turn for pickup on Foodpanda. Thought new store. Couldn't find it after wondering for twenty minutes. Finally went to mall helpdesk and was told Toss and Turn is actually Cedele! There was no sign, and couldn't find the …",1
Drinks are great but the food are poorly made. Waited for an hour and what I get is half cooked spaghetti. Total disappointment.,1
Terrible experience here. The staff were very rude and this aunty staff started scolding my colleague for not buying a drink although the rest of us had bought drinks and cake. Kept coming over and harassing us (with our client) about an …,1
"There was a man on his hp occupying a whole table without ordering anything for 15 minutes that I was standing there. When I asked an older worker for a table and pointed out the man seated without ordering, he rudely replied ""Don't tell me …",1
"Dear Cedele,

I ordered the Christmas Feast from you for Christmas Eve trusting that you will …",5
"Standards dropped by a ton. Grilled chicken thigh is hard considering the price.
For $21 for a Eggs Benedict, you better deliver good quality and quantity! But it tastes terrible. Maybe they make it up by giving a lot of side salad veggies!",2
We came here on a Saturday night to chill and chat. The matcha cake was very very good. Thumbs up.,5
"A great place to chat with a friend and have a tea time snack. The food was ready pretty quickly, the staff were accommodating and friendly. …",5
"Went to Waterway branch for a simple tea plus cake it took a long time trying to communicate to the auntie cashier
Don’t seems to understand my order repeated several time on my order …",2
"Came in to get tea and read a book. Was told ""no use of laptops allowed"" ok. I wasn't planning to use one. Dining time of 90 minutes. Fine, I just needed 45 minutes. Got my tea, sat down to read the book (which I informed the cashier about …",3
"Visited this place at 20 Mar 2022, around 1pm.
A group of us ordered cakes and coffees. …",1
Salmon grain bowl delivery. Food portion size was so tiny. Not sure if this was because of a online special,2
"The store opens at 10am as stated on Google, the auntie “Lucy” told me she can’t serve me until 10:30am as they still have some shelving to do. After I asked her “on Google it shows open at 10am”, the auntie said “yes we can anyhow change the opening hours one”. Used to be a fan of Cedele, Will not visit again.",1
"Dined in here on November 4th, they only allow diner to sit facing opposite each other, it’s so weird, all the table are already at least 1m apart, yet they don’t allow the diner to sit side by side each other, every other restaurant allows …",1
"Does not accept cash payment. Zero waitress, everything self service. Price is same like Starbucks.",1
"Always enjoyed the food from Cedele. However I really cannot understand the attitude from the staff not only from WP but their other outlets as well. Not the first time. Even when I greet a 'hi' or say thank you, the staff do not return the …",2
"Expensive. Poor service. It is self-service. If you go alone, better put a bag to reserve your seat, else you may not have a sit after you buy your items.",1
"Very strict no laptop (even tablet) policy in store and rude attitude by staff. For people looking for a place to chill and get some work done, go to Starbucks instead, there’s also free wifi there.",1
"Food is fine but coffee is just so so. Not sure what happened on Good Friday but there were a few angry customers creating a commotion and asking for refund after waiting too long for their food. Have saw a few times they are understaffed, …",3
"Chicken walnut salad is nice, cafe latte so so",4
"Every year Birthday must buy thier carrot cake, superb nice. All my family members like it. Not too sweet , the texture and when you bite, it was melt into your mouth, yum yum.",5
enjoyed the pasta and had a nice study session. good atmosphere for hanging out or finishing up on some work,4
"Due to covid, there was only 2 staff manning the counter this service was slow. However the staff were friendly and helpful when they're able to attend to you. …",3
"Ordered the ondeh ondeh cake, was fairly decent. And the lemon curd, which was a little 'stiff'.. …",3
It was my first visit to this outlet with friends yesterday and it was truly disappointing. I had to apologise to my friends for choosing to eat there. The table was filthy and smelt like a dirty rag. Didn't even dare to ask the staff to …,1
"For a relative empty store, the staff were very slow. 15mins to place our orders and another 15 mins for our food to be served. The store seemed to be under staffed",2
Horrendous service! Waited for almost 50 mins to be served omelette for breakfast when cafe was not fully occupied. Communication breakdown between cashier taking orders and kitchen staff led to chefs going table to table asking customers …,1
"I just had the worst ever breakfast at Cedele Waterway Point. We ordered 4 Full Works. Our overeasy eggs were way overcooked. The bread was burnt and hard like stones.1 cappuccino, 2 flat whites and 1 latte was awful. Mushroom soup was …",1
Went there for a coffee break w my daddy,1
"Went on a Saturday afternoon, place was not crowded easy to look for seats.

Good - female Filipina cashier staff was patient and helpful to us although we …",4
Ordered a flat white ($5.50) and mocha ($6) to-go. The coffee taste was so light that it felt like drinking warm milk rather than coffee. Totally disappointed. Never again...,1
The food quality in the Waterway Point outlet is okay but definitely not as good as the one in Wheelock Place. Service provided is below average. The lady staff (from PH) that attended to me gave poor attitude upon asking for clarification …,3
"Food quality is bad. Order prawn and avocado thins. Prawns are all burnt and chef still wrap them in. Really cannot recommend this branch. Sorry. Really need a better food quality. Compared to Greenwich branch, this is really subpar.",1
"Food from the kitchen is inconsistent. Some days you get good food, some days, you wonder if the chef is sleeping on the job. Their coffee is served with piping hot foam milk. Barista needs some training on how to make a decent cup of coffee. Bakery items are still nice.",3
Average service but the food is great. Had seabass and prawns quinoa bowl and my girl had pancakes. The cashier asked assuming i dun understand chinese if there was the ingredient I wanted...and the staff all looked blur and he just simply …,3
"Have always liked Cedele's food but their service needs a lot of improvement. Staff are not very efficient in clearing the queue at the counter, hence the waiting time tends to be long. Skip this place if you're in a rush for time.",3
"Ran out of soy milk when I was there but was charged for it, cashier didn't realise need to refund.. I Had to ask for it. The cushioned chairs were hard and not comfortable. Also, no WiFi so not a good place for work/meetings.",2
"Came here on a lazy weekend try to grab a light bite before dinner. Ordered 2 cuppa, 1 iced and 1 hot. Both were good. Soup of the day with bread ran out about 3.30pm. …",5
Ordered blueberry pancakes but only to found a metal thing on the pancakes. How can I eat? Maybe there is more of that metal thing inside the pancakes? How can this be happening? Then the maple syrup side plate was dirty. Had some stain on it. How can I be sure that the food is even safe to consume?!,2
"For birthday month, I was told by the staff, Brenda that I can't use my credits to pay for my meals.
What's the logic? …",1
Food qualities and ingredients are premiums and More healthy choice 👍. Organic coffee price very reasonable. Will come again for sure.  Will be even better if taste more richer with colors …,4
"Terrible experience at the cashier counter . The people at the service industry should do service with a smile , there was none by 3 people at the counter to start with. Moreover they got they got the order wrong, placed the wrong order in …",1
"been a cedele member for as long as i can remember, it's my go-to place for meals. i like their sea bass, burger, salmon sandwich thins and the vegan burger options. salad is meh. for cakes: red velvet, carrot walnut and matcha chocolate …",4
"When I visited the place, it was quiet due to Covid 19. Hence working staffs are limited as well. Working staffs need to take care of walk-ins and Grabs orders. Service was kinda slow. But food and beverages standards still maintain.",3
"Nice Garden Omelette, their Menu is very Catering",4
Pasta wasn’t nice at all. Pasta noodle was stale and hard. For $20 it certainly wasn’t what i expected. Cake placed in the take away box ended up looking smashed. Disappointed to say the least especially with such an expensive price tag,1
This outlet has one particular staff who has a weird attitude everytime we visited this place. She is very unfriendly and rude. We have spotted her cutting corners too and once she was seen eating at the back of the cashier counter... …,1
"Very expensive and not so comfortable place to eat in
Many items you want to order but don't have
Especially Banana Chocolate Cake unsompareable to KL-VCR,  Banana Chocolate Cake …",2
Coffee is quite good. Improved since I last taken in  Cedele. Do try Ondeh Ondeh cake.,4
"We were the first customer here today and we were welcomed by a half dead staff , absolutely lack lustre in their attitude, it felt like they were being tortured for being there. There were no smiles , and no interest to engage with the …",1
Freshly & authentically baked breads with all the right ingredients. Great range of western delights and pastries for romantic intimates high tea with great coffee. Free wifi from H & M. Friendly cosy comfy welcoming ambience for romantic intimates groups students tourists Expats and families.,5
Cakes from Cedele are the Best. � …,5
"Tea ordered....their cups were just too small for the price paid.
Staff were a little slow at cashier....
plus smiles and greetings were very lacking.....unlike the early years.",2
Had the 'full work' breakfast in the WP branch. Enjoyed the food and coffee. Good and nice combination of food. Suggest upgrade the chair and table.,4
"A waiter was really unhelpful when i couldnt get salt and pepper at the common shelf. When i asked him for help, he just said he would get me if there's any on the shelf. There were bottles of salt and pepper on other tables. Have half a …",1
"Just another cedele branch.
Didn't find the cafe decor or setting particularly inviting, interesting or comfortable.",3
"Atrocious customer service, asked for a macchiato got served strong caffeine in expresso shot cups. Moreover when I complained the incapable barista had the audacity to question me, the customer, to define what a macchiato is. Utterly …",1
"There are 2 parts to the shop, one part selling bread and the other part is the dine in area. The bread part seldom have customers unlike bread talk or four leaves. The dine in part is mostly full but not as busy as other restaurants. Have …",3
"The wild mushroom soup is yummy n filled with many ingredients like chicken meat, black fungus n beans. Served with 3 slices of bread as well.",5
The food is good. Same standard as other branch but the waiting time for weekend breakfast is too long as compared to other places serving similar food.,3
The food was so-so and baked beans were missing from the All Day Breakfast. There are even a sparrow flying around inside !,2
Gud place for healthy and veg friendly breakfast and snacks with tea or coffee. NOT quickest of service but worth good food,4
Counter staff a bit slow other then that one of the more quiet eatery/cafe within waterway point,3
Always love their ondeh cake. Also a good service in the cafe.,5
lousy coffee made. Ordered cappuccino what I received yucky coffee and milk .. no training given to the staff? When you charging $4.50 a cup?,1
Delicious Burgers with salad or fried sweet potato as side. Likes the mushrooms wrap as well.,4
Terribly average... not too worth the price. The everyday breakfast is hardly worth and hardly tasty.,2
Annoying guy Anthony serving at their counter. I wish there was an option to choose quarter star instead of one full star,1
I didn't like the food,2
Nice delicious food served here. Was pleasantly surprised by their eggs & avocado on toast. Thumbs up!,5
Nice place for afternoon high tea,4
Food was average tasting. Fish had strong smell.,3
Good food but service can be slow.  Especially when there are people in the queue who take forever to place an order,3
"been there 2-3 times to study and it's a quiet and calm place to study! foods and drinks are good, mango lassi is � …",5
"The main reason I used to order delivery from cedele was because of the chocolate banana espresso cake but they have taken it off the delivery menu so I stopped ordering. Cedele, is there anyway to bring it back?",1
Came here for a Sunday breakfast and the staff are very friendly. It makes a difference to start off the day with a good meal and friendly people.,4
"Spent $70 for 3 breakfast dish. Food is over-priced, staff is not proactive.",2
"Professional and friendly staff, also friendly to vegetarian that cannot have alliums.",5
"My wife loves the food in Cedele, especially their pavlova. The one in Waterway Point has lots of seats.",4
Pretty pricey for the food it serves. Quality not too bad. Be warned they charge for water.,4
Great food and I love the hazelnut latte. Seriously recommend!,5
Good food. OK service. A little pricer than others in the neighbourhood.,4
Good tasty food. Good for family. Friendly staff. Should provide free tap water atleast.,4
"The lychee rose cake is sinfully good, but they don't bring it in everyday. So get some if you see it.",3
Love their chocolate cakes. Service and pace could be better.,5
Love the cookies and cream cheese cake and the chocolate banana cake!,5
There are flies flying all over the bread area. Looks really unhygienic.,1
Walnut Bread is very nice,5
The prices doesn't really reflect in the taste and quality of the food,3
"I like the food, but why no wifi ? I would come here more often, and work with my computer while eating healthy food.",3
Decent food and price. Not crowded thus good to relax.,4
Coffee was okay  but the smoked salmon and eggs was great!,3
Food quality is good. I love the cakes and pastries.,4
"Went on a Sunday, waited 1hr but the food hasn't been served. Super slow service, don't come.",1
"Gud place to eat
The pesto chicken which is served was not upto mark",3
Treats set only available on weekday only for this branch? Strange...,2
"Most of the time, service is good, food is good. Still a healthy food option",4
Not very helpful and service was so bad in Waterway Point. Food received was just so horrible. Speechless.,1
Good food and good menu BUT atrocious customer service and staff that act as customer repellents.,3
"Very nice food, okay services, so yeah, why not.",4
Paid $15 for pancakes but they wouldn’t give me butter on the side??,1
Overall average in food quality n service,3
Don't like the staff at this outlet. Unfriendly and don't seem motivated to work.,1
Food is so-so and only counter service. Lacking the warmth and customer touch.,2
Chili lime prawn,5
"Cookie nt fresh,cake was moderate",3
Very pleasant and conducive environment for having meaningful conversation with friends.,4
Good food but lousy service everytime,3
A good meal on my own!,4
One of my favorite stops for Chocolate Banana cake!,5
standard drop. THE CHOCOLATE BANANA CAKE is dry and tasteless.,1
Food is ok but service is terrible. Slow and rude,2
Tasted the blueberry and carrot muffins. It is good,4
Good chill out place with good food and coffee. Expensive though,4
"Good food, clean place and not too crowded.",4
"Friendly staff, loved the ambience.",5
Good service and not long queue.,4
Food is quite good but service is way below par,3
Gluten free dish available,4
There's nothing here that's brings a customer back.,1
"Bland and sour ""health"" food isn't really my thing",3
Normal cafe food at expensive pricing .,3
"Best cupcakes, but on the pricey side.",4
Healthy menu with lots of nice salad choices,4
Carrot cake is very nice.,5
Great place to catch up with friends over coffee or tea,5
Pancakes and ice cream is good,4
friendly staff and good food,4
"Getting there. Is a killer, the carpark is not car friendly",1
Really good coffee and cakes,5
Always a nice breakfast place,5
"Love the ice cream and cakes, pie.",5
"Food 7/10

Service 2/10",5
Their pasta really taste horrible.,1
4.5 pls.,5
A nice place to chill.,4
Friendly customer service.,4
Banana carrot cake is a must have,5
Nice place very spacious,5
"Nice salads, eggs",4
Nice,4
Poor service standards,2
Slow and bad service,1
good for brunch,4
Nice cake from Here,5
Slow service,2
Service was slow,2
Great food,5
Nice ambience,4
Amazing bread,5
like the cake,5
Food has worsened so much after the move. Used to be my favourite haunt but unfortunately I’m not going back for lunch anymore. Will still buy the carrot cakes though.,2
"Bought raspberry yuzu cheesecake for my hubby’s bday.  Cake was not too sweet, just nice for the palate with a slight sour tangy taste. It is yummy",4
Thank you for the great gesture for offering us a cup of coffee while we have issue to redeem the membership voucher.  Excellent service!,5
"(Translated by Google) It feels very spring, and the food is delicious! Healthy salad! …",5
"(Translated by Google) Located within Waterway Point, a commercial facility in Punggol, the MRT's North West Line end station. Everyone was eating a set lunch, but it seemed to take time, so I ordered a single piece of bread and orange …",4
(Translated by Google) so so! The tables and chairs are comfortable and the price is not expensive. …,4
"(Translated by Google) Delicious and good food. And the coffee is good too.

(Original) …",5
"(Translated by Google) good to eat

(Original)
好吃",5
"Great healthy options to choose from, and prices are reasonable. We had roasted chicken sandwich and salmon & avocado sandwich. Found that the walnut bread was superb! Would return to try the full set with soup and coffee.",5
"Place has been renovated and menu has changed again, fewer vegan options but cafe is now more spacious and brighter with increased seating capacity. Prices have gone up quite a bit but the food is still good. Portions are decent. Service staff can be overwhelmed when crowd starts to form.",4
There's a shocking drop in the standard of desserts. My order (via deliveroo) of carrot cake slice and strawberry tart today was such a disappointment. The carrot cake was so much smaller - it's about 30% of the usual size of a cake slice I …,2
"Nice, quiet eatery with friendly staff.  We love the carrot cake here, though prices have gone up.   They also serve a variety of burgers for lunch.",4
We usually just get our bread from Cedele since it is within walking distance from where we live. The breads appear to be made more healthy and not sweet which are pluses for us. This time we had a late breakfast. The coffee was good …,3
"They have the best coffee in Singapore, and also the worst coffee in Singapore - it just depends which day you go. They are terribly inconsistent. For example, some days an iced latte means espresso pourer over ice and fresh milk (as it is …",1
"Booked a cake in advance and went to collect it at the appointed day on 9 August 10.30am. Took half an hour just to pick up a cake! Service is terrible- staff took their own sweet time to look for it and put icing on it, ignoring the long queue of people just waiting to be served.",1
Food Delivery - was craving for a good heathy sandwich and ordered the Spinach Lentil patty and mushroom burger - it had to be something that I can’t put together on my own. Came with a burger bun (a little dry) all nicely wrapped up and still warm.,4
Great food and coffee!,5
just a really good spot for a quiet meal with friends. the ambience is really nice and this particular one on frankel avenue has great food. highly recommend the basil ppesto chicken sandwich thin,5
"Order one All in big breakfast from Grab, the portion is extremely small and the tomato didn’t cut and clean properly, surprising that a cafe don’t know how to serve tomato properly pay$20 for it feel very disappointed.",1
"Comfortable spacious cafe selling a variety of food, including all day breakfast and gourmet sandwiches. Parking can be tricky during the weekend.",4
"Beware their severe price hikes, not to mention they were already expensive to begin with. You get No value whatsoever here. Horrible coffee. Horrible service and all rude unbothered staff, especially Elise. Cold and dry attitudes and food. …",1
Cosy and comfortable environment. Nice place to have afternoon tea and muffin. Suitable for Couples and small groups discussion.,4
"Nice quiet place, go there for breakfast usually. On one occasion I ordered a cake to be picked up from there. The shop's central kitchen did not deliver on time but the shop supervisor offered me my pick from the ones on display. Save me a return trip",4
"While the food is good, the service is way below the other stores. The older lady behind the counter is extremely rude and speak in a patronizing manner. I believe her name is Susan. Also, please bring your own utensils as according to her they no longer provide any. What a way to surprise your customers.",1
"Really good baked goods. However the entrées were subpar and provided horrendous service (no cutleries until requested, and especially unhappy facial expressions with a constantly annoyed look at customers). I've been going there weekly for …",4
"Very bad service. Rude staff.

Self service for some people but serve others at their table. Blatantly obvious that there is preferential treatment. What is the policy ??",1
"i been Cedele at frankel for years .It was till today i was really dissaponted.
I order a egg n bacon toast .I saw a young man with a flowery shirt  cooking the scramble eggs without wearing any glove .He uses his bare hand to pick up the …",1
"Lovely for a lazy brunch most days. Good for tea, too, but they close for the day nearer to dinner time weekdays. …",4
"One of the worst Cedele branches. Staff are unprofessional, food portion is small and very average tasting, coffee is bad.
Only reason to visit is to get bread/cakes which are prepared in a central kitchen.",1
Having a rest here!,5
Called 69229716 to enquire on online ordering of cakes. Lady who picked up lacked basic courtesy and training.  Zero empathy and interest to entertain genuine enquiry. Kept referring me to go online and didn’t bother to listen. Such a pity …,1
"Enjoyed the food there, it was delicious and worth the price!",4
"Writing this review for the friendly staff .. special mention to Mary. Always so patient ..
We all like their walnut bread.",5
"Visit on any day, the Mid-age Lady Staff has Cold Attitude toward specific group of people. She never replied to my Hello and said thanks to me. But thanks to the Caucasian customers ONLY.",4
"My favourite place for muffins. I have never been to this place but order online muffins, breads and cake loaf. Their not so sweet muffins are must try.",5
Below average coffee.  Not the coffee you'd expect from hipster cafes. The pastries and buns and breads in the store are the main attractions. Freshly baked. Great for take away.,3
"All day dinning cozy cafe. Nice place to have a set meal at their outdoor seating area. Bus stop nearby, parking space available but limited.",4
"Order one All in big breakfast from Grab, the portion is extremely small and the tomato didn’t cut and clean properly, pay$20 for it very disappointed.",1
Been here for years. Service is always slow.,5
Great place for a nice laid back weekend brunch! Good variety of food available as well. The outside seating provides great ambience! :),5
The food here is amazing! Healthy and tastes great. Staff are friendly. Just a cozy little place.,5
"Will not return. Staff wasn’t friendly at all.
Ordered all day breakfast and they gave ridiculous little amount of greens.",1
Nice and cosy place. The salad and cakes were good!,4
"No wifi and cold atmosphere. Food was alright, bit pricey.",3
"Food is okay, atmosphere is rather bland",3
Very poor service! Possibly the worst Cedele in Singapore,1
"Good food, decent prices.",4
Nice saturday breakfast place,4
Service staff were not friendly,2
Convenient Cedele outlet for the breads,4
Nice,4
Heaven,5
Staff are nice,4
"(Translated by Google) Very very tasty breakfast
Super friendly service 😊
Can only be recommended � …",4
"(Translated by Google) I love their carrot cake!
It's very nice to have a bakery in this neighborhood, here are the highlights of the place: …",5
"(Translated by Google) There are many types of take-out bread, and the eat-in menu is substantial. There are a lot of healthy breads for allergies and I recommend them. …",4
"The food is great, but the staff is unnecessarily rude. Forces me to leave my table for the reason that there is not enough table meanwhile clearly more than 5 that were available. They could have asked me nicely but instead said: ""you need …",2
"The cafe opened late on a Sunday. Coffee is subpar, but okay for its price. There are outlets for charging, but they're not even on. I even asked the employees to clarify why they were available and why they don't work—she can't give me a …",3
"There are work tables, but I was informed that none of the plug points in the seating area work. Then why do you even have work tables? I also found the servers quite rude. Not a pleasant experience",2
"Like it's Burnt Newyork Cheesecake,$7.5 per sliced is not too sweet. Orh Nee cake $7.5 per sliced not too sweet too. Service wise friendly and helpful as helped me check any available seats.",5
Staff is super rude. Not interested in serving any customers despite the stall is pretty empty. …,1
"Hi Cedele, this is the most wonderful eggless chocolate truffle cake ever tasted, the feeling of the lost and found made it even more sweetest of all. Thanks, you never failed me, Ms Yeap! � …",5
"Fantastic eggless chocolate truffle cake I have ever tasted! Rich in chocolate and yet delivered the sweetness just right at the point. Great customer service and delivered the cake promptly at my door step. Well done JJ, by Lisa .",5
"We bought onde onde cake for a birthday celebration and a whole cake ,@ $48.00 was very good value . The sponge was light and fluffy and packed with gula melaka and fresh grated coconut. The fresh creal added a luxurious touch .",5
"I like Cedele. I frequent the place for my breakfast, lunch and tea all the time. In cafes and restaurants service is important and I know it varies from place to place. It makes or breaks an establishment. Unfortunately the lady behind this counter may break it. Hope the management will help with their  attitude.",4
Came here a couple of times.. But it always felt like I owed the staff and had to beg to be served. …,3
"Came here to get a coffee. Ordered a cappuccino with soy which was $6.50 and the drink was such a disappointment. it had a strange after taste and could not taste the soy milk at all. Do not reccommend getting the coffee here. Similar to other reviews, the staff's attitude was not the best, very emotionless and curt.",1
"I think the staff have some issues working in Cedele. They looked angry and frustrated while serving the customers, they were so unwilling to serve anyone. And the service was really slow. Had to queue for 20 plus mins. Starbucks could …",2
The salad leaves was soaked in water that my dressing became diluted. The whole DYO bowl of vegetable and protein were really soggy. (Imagine watery mayo tuna and floating chickpeas) . …,1
"Veggie Shroom & Americano. A tasty quick and simple lunch. Nice environment, not crowded or noisy. Service is quick.",4
Good food but less than helpful staff unfortunately. Only half my order was delivered via Grab as they forgot to put it in the bag before handing over to the delivery driver.,3
"Good bread and average coffee. Staff indifferent to the point of rudeness. It's that Singapore thing where they believe if they are unsmiling and uncommunicative, this somehow translates to efficiency. It doesn't - it's just a lack of customer service skills. Bread is just about worth it though...",3
"Usually not comment this kind of comment chain stores. I do appreciate the food and meal, and visit not less 3 times a week, but still have to say the service definitely could be better and improved. Believe that clients don't mind if the staffs wear smile and are more patient.",3
"Visited last night! I give props to the staff Jayne and Yu Xuan - while not especially cheery, they were both patient and pleasant enough which in Singapore is not to be taken for granted. The place was real empty on a Tuesday night, with …",4
Staff is not very friendly although there wasn't much crowd. It would be good if Cedele encourages patrons to bring their own mugs/tumblers.,3
Great customer service.  We bought the promotional coffee card.. $24 for 24 cups of black coffee or tea.  Upgrade to flat white just costs $1.  Expiration is end of Oct 2021.  Flat white is excellent and the lemon grass tea is also very good.,5
"Special in Bakery items. Cedele bakery cafe is in City square mall, Kitchener road, Singapore. Their cake and pasty are very delicious",5
"Good healthy food 🥘 and a very reasonable price, too bad the coffee is not good ☕ …",4
"Spacious, nice ambience, consistent quality for their walnut carrot as usual. 😉 Surprisingly low traffic during weekend - thus making it a hidden quiet sanctuary if you need one during those days.  …",4
It was a major mistake coming to this cafe. I hate to leave a bad review but the coffee was incredibly bad and the unenthusiastic lady behind the counter doesn't improve the situation. I ordered a Cappuccino and it had close to zero …,1
"How can service staff be so untrained?  I love the cakes by Cedele but iced coffee here is just taste like water. Staff just do their work, no smiles, no emotions and even no eye contact when taking orders. We also experienced days when staff simply ignore us.",1
"Ordered a rye sourdough online for self collection, when my hubby was there, the staff told him they'd omitted (or overlooked) the order, either take other available bread/refund/collect the next day!? Wasted trip & disappointed as we were waiting it for dinner.� …",1
"Today, we at Cedele at City Sq. Very disappointed with the service.  When we ask for menu, she just asked to go look at menu the entrance.
Staff unfriendly and unhelpful. …",1
"I love this places so much ,you know why??? Cos you will feel very comfortable when you sit at there . My xbf bring me there many time ,I like having tasty cake at there and having some hot tea then chit chat with my xbf . There got alot of …",5
"The hard product is generally good and predictable, and the staff try their best. This outlet, is, however, extremely poorly managed: coffee spoons ran out when the outlet is barely half-full, alongside all of the plastic stirrers in their …",2
"Went here for breakky after our night flight from India.
It's was f surly underwhelming.
Staff didn't seem to know what to do and were confused by order. Ended up with …",2
"Love the lunch set menus. Salad and the ciabatta bread are great too. Lots of vegetarian options, healthy too! Only it can get a bit crowded sometimes but worth the wait. I wish they would open till late in the night as a lot of the restaurants in Little India are open till 12 midnight. Otherwise nothing to complain about.",4
"I love the unique organic selection of tea, salad and sandwiches that only cedele has.",5
"Good customer service, clean premises!
Their bread is fresh and there is a good flow of customers to ensure that what is made is sold quickly... I look at that to get peace of mind that I will not be given items that have been sitting on the shelf for a long time.",4
I tried their salad and found that some vegetable went bad.. I was able to smell something sour and also the taste was gone. It could cause serious food poisoning. Luckily I threw them away to rubbish. …,2
"I bought 6 cupcakes takeaway, very tasty and moist, cashier very polite",5
"Cedele, yes! I'm so happy that I live nearby. This is the default selection when I'm looking for something healthy, light and easy to eat. Thanks for always being there when I'm lazy to make my own food. � …",5
The Cedele at City square is a decent cosy place. Food is good. There are good varieties in their cakes and pasteries selection but I feel their new selection (cakes) pieces are very small cuts compared to their old ones like the carrot and red velvet cakes. It's not worth the money we pay for the slices. $8.50 per piece.,3
"The staffs here are very bad. Tried to order cheesecake and they have Yuzu and Caramel, but the label was folded made me cannot see full label. The staffs never cared and gave attitude. They shall make sure the full label can be viewed by …",1
Ordered beef meatball bolognese but the meat in the dish appeared to be a meat patty cut in half instead of proper meatballs. Raised inquiry in instagram yet no resolution/explanation was given. Not recommended,1
"Their Chai Latte is rly bad, do not order 🥺 took a sip and regretted instantly. The first layer is full of the spices bit …",1
The chicken avocado on walnut bap was quite tasty. Had an oat latte with hazelnut which i enjoyed too.,4
"I enjoy their coffee, sandwiches and cakes. Did I mention cakes? The chocolate fudge is fantastic -- rich dark chocolate, and moist. The best option would be to share it though, unless you're a 20-something or someone who has no qualms feeling a tad overwhelmed after.",4
"Today, I had invited a friend for lunch and was keen to also show Cedele as a partner of Krispay. It is a feature of Krispay to get Krisflyer points even if we pay using the credit cards (as stated in the app). The manager says no. The app …",1
"Good range of veggie food.
Yuzu cheesecake is good but small portion.
Chai latte was horrendous... It was just a tea bag and steamed milk",3
The cake selections are good. They have a number of unique flavours and some they customised for festivities such as Mother's day or father's day. Do try the Gula Melaka Pandan cake when there.,4
Decent sitting areas... Disinfected after every visit.,3
"I love the food but not the staff. Not friendly at all.. Patronise twice, smile to them and speak to them nicely still.. Well I guess Singapore every where is the same..",2
"Can get a bit busy at times but staff are lovely. Great service, could do with four full time staff members instead of the usual three. Excellent value for money and good quality fare.",4
"Not a great place. Seating and ambiance pretty bad, had an iced chocolate, it was 5.50, a huge rip off. Only good thing were the staff.",2
It is an open concept bakery. there is small seating tabels. they serve sandwichs and cakes. Service is nice. It is self service.,4
"Western (espresso machine) coffee was extremely bad, cake ok.  Regretted not getting a tastier kopitiam coffee at a third the price...",2
I always go there as a last resort for non foodcourt/fatty meals. However the toppings are always sub-standard quality and the bread stale.,3
"Food was not great and portions were small for the price. Maybe it was just today, but standards were not met.",2
Quality and tasty food... Vegan options.. Nice place. Prices are higher... But you get quality instead � …,4
"Very good bread options. Onion olive coriander , linseed multigrain and garlic focaccia are amazing.",5
