combined,sentiment
"Terrible service today, 13 Feb 2021, around 1115. My wife queued for the order of 2 drinks and a bread. Never mind that it’s a bit slow, that’s why we converted our order of drinks into takeaway while we finish our bread expecting our …",1
"Very bad bakery shop! Insist that we order from website, ordered, paid and even call twice to confirm that we can collect on the same day after 2hrs from order confirmation. Received confirmation email. But when reach there, say system …",1
Just terrible. Service staff completely ignores customers while we are waiting in line. They have no interest to take your order and are just doing their own work. The person before me gave up and walked out. I decided to do the same.,1
"Very unpleasent experience to order my salad own bowl.

Everytime I go, I am more dissapointed at the customer service at Cedele.",1
Very poor service at this outlet and poor hygiene. The trays placed near the pastry were so dirty. It was only 10am when I went for BF. The trays had cream on nearly every of them and they were sticky. The blackforest cake was overly sweet …,1
"Poor customer service and service workflow. Staff keep looking down trying to avoid eye contact with customers. The queue started to form into 2 lines and customers are confused, staff just turned a blind eye. …",1
"I ordered Lemongrass tea, but is not full of cup of water and pricey! Bad service",1
"1. Serving time
Zero customers but had to stand at the cashier to wait for the cashier to come back to take my order. He was speaking to another staff regarding ordering …",1
"Food is great but too bad the service is horrible. No smiles, everyone looks miserable, no hellos, no thank yous. When I asked if they can explain the salad system, they could barely put the words in their mouths. You need to do some major …",1
"I went to the newer outlet of Cedele Novena at 11am , as I approached the young lady who had a pony tail at the counter, she lifted up her head from her writing work at the cashier, frowned at me before taking my order in an unfriendly way, …",1
I was there at around s 11am plus minus.. Today 21st jan. Wanted to have salad. But i was standing there looking at the choices.. Of the salad. But non of the staff there just din know how to greet customers.. Some turn their backs. Some saw me. But turn their backs again. So yea waited awhile.. N i left.,1
"Terrible experience -
Lousy service (Staffs who don’t seem to be able to get your orders right)
Ordered a Breakfast Sandwich with Scrambled Egg and Cheese (The Cheese was …",1
ordered smoked salmon and avocado. Barely any avocado.....,1
We were at the Cedele Novena on 24th March 2017 Friday around 1005hrs. The cappuccino taste like water and the crossant very dry taste like 3 days ago not fresh at all. Informed the counter staff they only offered to make a new cappuccino …,1
"All the auntie staff here very rude . Bad service .I Order egg ben but the bacon over cook ,no  Hollandaise sauce also. Never come back again",1
"Terrible customer service, we as a customer need to find seat first before order like hawker . I’m waiting at the corner to while waiting people to leave . Never come back here again. Nobody apologies!!!",1
"Elderly auntie staff was so rude, did not even know what cake they sold, was not helpful and complained too much.",1
"Taked away a sandwich today, but I pull a strand of long hair out of my mouth halfway through eating it. Horrible.",1
Had a very bad experience Cerele Novena Square.,1
Good food pathetic service. Racing towards extinction.,1
"Very poor service, nobody clean the table",1
Cedele sell no egg chocolate cake.,1
Service crew not friendly,1
The service is bad.,1
lously service,1
Mouth melts � …,1
Bad service. They put my coffee and bread on a wood tray and collected rubbish on the same tray. That wood tray supposed to put clean bread on it. Very dirty and messy place and poor service. They even removed cake set when they saw …,1
"Super disappointed with the service at one raffles Quay branch. Once they ask me to use voucher for amount less than the voucher and another time, they didn't give me 15% discount on my birthday month. Honestly what's the point of having …",1
Gritty chai latte. Absolutely disgusting. Don’t waste your money.,1
Same glove that handles counter terminals prepares my salmon sandwich!! Yucks! Will not go back again!!!,1
Of all the cedele outlets I went to. This is the worst. The food quality is not up to standard. I order the same pesto chicken wrap and it was so dry that for the most part of it I just leave it uneaten. …,1
"Worst and rude service ever. My friend had an issue on their service, so she wrote to Cedele through their webpage. Its been more than a month and no response till date..now that's called ""pathetic customer service""!!!",1
Changing sauce from mayonnaise to mustard costs $1.50. Daylight robbery. Lady operator is unfriendly.,1
"The WORST customer service I have experienced in a long while. Too long to explain here, but just infuriating. There are many other options nearby - I highly suggest you choose one of those.",1
"Service is extremely poor, was asking for sugar the staff name Susan told us to look for ourself. Even accuse us saying we were drinking drink from other stall, which we don’t even open up the drink cover at all. Kindly avoid the CEDELE BAKERY CAFE! We pay for the food but service too, not a bad attitude.",1
stall opened later than official opening time. Very rude staff. No management present to handle them. What a disappointment compared to other toss and turn stalls,1
"Very unfriendly staff and slow service, just avoid.",1
The staff is not friendly.,1
"Understaffed restaurant on a weekday night which resulted into the food taking awhile to be served.
New staff was asked to make a drink by the cashier in the words “do you know how …",1
"Tried their new dish Comr frittatas with avocado. It was very oily and hard to chew, too crispy, doesn’t look tasty at all. Could not even finish.",1
"It stated on google that they close at 9pm, i had intended to get a slice of cake to take away at 8.50pm, but they had already closed. I rushed over. But sadly. …",1
Charged me 0.30 for this small cup of water.  At least serve it in a nicer cup la…  and it’s not refillable. Pfft,1
Bad service. Have to fight for tables and 3 customers cut us just to get the tables. Funnily I also found a supermarket trolley that was being used by the restaurant to store orders.... food was good and tasty but sad that the service is bad and the serving ppl didn't know what all our food orders were.,1
"On the Sunday morning, there were only few tables are occupied. We wanted to order chai then they told us there's no chai available. Then we changed to roasted cauliflower soup. The counter lady just told us that there's no roasted …",1
"Worse customer service ever,  my wife decided to refund a cake on the same day after purchase due to some unforeseen circumstances. They only offered 50% refund. Totally unacceptable, on the same day and didnt mention about festive season …",1
"DIRTY tables, DIRTY floors. No staff want to clear. Non of tea available, why even open the bakery.",1
"Was charged $5.50 for my iced latte when the menu says $4.50. When I asked, the cashier said there's an extra charge for ice although this extra charge isn't indicated anywhere in the menu or the rest of the establishment. …",1
"Was sold the most stale bread yesterday. When I toasted it today, I noticed it was already mouldy!!! This is so gross!!!",1
Dont order from cedele via grab. They couldnt deliver my order after two hours. Charged me but couldnt even answer the phone.,1
"Expensive price, subpar food, terrible service.",1
"Friend I was meeting for lunch said, “I’m eating clean today.” So off we went to cedele. …",1
"Bad dining experience.  There's a lady beside me who was just waiting for her friend without ordering, it wasn't until I spent half an hour or so that her friend finally came and they ordered.  But even before I finished my food, the staff …",1
The worst experience I encounter  tonight 9:30pm.  The counter lady manner was very rude when I checked what time shop is closed.  Her attitude telling me you better give up the idea as going to close.  On other hand another lady accepts my …,1
"Ordered Sea Bass Coriander Pesto $22.00, ingrediants are: grilled sea bass, zucchini, edamame, red pepper,  coriander pesto. Find the Spaghetti and the Sea Bass too oily. Hot Green Rooibos Tea $4.50. …",1
"Use a very thick cardboard box for simple slice of cake. Typical example of consumerism. Waste of resources, think of the trees that was destroyed needlessly for packaging a slice of cake.",1
"Used to support Cedele, but will choose to go other places now... will not renew my membership after expiry!! …",1
"Charred sausages with bland veggies...
Personally it is really a disgrace to Cedele's passion for sourcing the freshest ingredients, having them end up with the wrong hands. …",1
My god.. Their Taro cake tastes like cream cheese cake with absolutely not even a hint a taro... Some more costs 7.50 a slice.. Totally disappointing..,1
Great disappointment from cedele. Wasted $19 on the Beef ball bolognese. Sourish and beef had a strange texture. Not fresh.,1
Lousy customer service experience. Was told that I cannot use my voucher there. Didn’t advice and didn’t bother to explain to me how to redeem when asked. Rude and poor staff attitude. …,1
"Not related specifically to this outlet, but unable to otherwise leave a review for their HQ. DO NOT ORDER delivery from them. I used to be a big fan of Cedele, but after this weekend's delivery experience with them, I am never ordering …",1
"The chicken in the chicken avocado sandwich smells off. Terrible. My friend who ordered it refused to even finish half of it. Served on a small pathetic plate, the sandwich looks awful and taste awful. The other order of a vegetable burger …",1
"Worst customer service ever.
Placed an order and requested for a cancellation(with serious reason), went to the website, website started to WhatsApp this number, I did and waited. No reply. …",1
Company monthly birthday - top up $11 for eggless version about $91 🥕 cak …,1
"$8.80 for this pathetic sad small little cake I get from this store, it is not much bigger than my small little dessert fork :(",1
"Was at Cedele just now, at 9.28pm. The staff refused to serve us, saying the cashier was closed. They then agreed to take cash but repeated that they close at 9.30pm. …",1
"The worst breakfast I ever had. They served bacon on top of jelly and butter plastic containers, the taste of sausage was really bad bacon and champignons were greasy orange juice were not natural and I paid double of what I paid the …",1
"Impatient counter staff, rude & she ended up overcharging my purchase, paid for 2 items & she only packed a slice of cake. Demanded I purchase more items to offset the voucher, and ignoring my point balance, said unable to retrieve. Waiting for the office to response our email, which usually taking weeks!!
Ridiculous!",1
"Waited 40 minutes for drinks to be served. Upon service, staff mistook matcha for mocha. Upon replacement, the matcha latte was just a cup of hot water with an extremely thin and diluted layer of matcha over. …",1
"Encountered really bad experience with the staff at Cedele. I was so angry and I call back to ask for her name, she is Chin Yee. …",1
Terrible service. Variety of salad toppings and quality are pathetic to say the least. No bread counter at this outlet as well. Staff are unfriendly. Won’t pay this price for veggies again.,1
Please train your new staff properly. $8.50 for a sandwich and she gave me a PATHETIC amount of chicken.,1
"Worst experience ever! Firstly, we had to wait a long time for our order to be taken by the staff. After another 20 mins of waiting, we were told the order was not placed in the system! An with no word of apology! …",1
Pity it has no bread counter like the MBFC one.,1
No customer service.,1
"The Cedele @B1, service was terrible.",1
Lousy service,1
They got promotion until end of December! Only $5 for this set (thin/ sandwich with coffee or tea) with any purchase. The lady was very patient to explain the deal to me. Enjoy the food and service a lot! Will come back again! Thank you!,1
Waited very long for the kids meal which I believe the kitchen overlooked and when it arrived it was one of the worst I’ve event had. $12 for the paste and additional $1 for a tasteless soya milk. The spag came in a plastic bowl that is …,1
"The worst service. Told at 9:45am very curtly that the kitchen is only open at 10am, which is fine so I wait. I dutily order a coffee before ordering food at 10am. Only to wait *more than half an hour* for a plate of eggs and toast. …",1
Service was terrible. Came at 3.40pm but was told that the kitchen will open at 4pm. Waited till 4pm but was again told that the chef was not ready and we had to wait further. Staff was unapologetic and seemed disinterested to serve.,1
"I don't usually rate 1 star but this is exeptional. Out in the hot day needed a quick refreshment, walked in the cafe for an iced tea and I'm shocked at the price:quality u get here. Staff literally pour some cold water to the glass with …",1
"There a rude feminine guy serving here.

And he(she) even called a young chap 'uncle'. …",1
The eggless chocolate cake is yummy! We had the last slide. Fudge cake taste close to dark choc,1
This is the worst Cedele ever! Drastically different quality standards compared to other Cedele outlets. The way the actual dish looks is nothing like what is pictured in the menu. Have given it a couple of tries hoping that it was a …,1
"Terrible grab food experience. Food that came was a far cry from the pictures and descriptions shown on the grab platform. Ordered grilled chicken with avocado served with tomato salsa, grilled zucchini and quinoa but what came instead was plain brown rice, some tough pieces of chicken and some unappetising tomatoes and lettuces.",1
"Unpleasant dirty environment with uncleared plates and dishes around. I visited this outlet on 25 Feb 17:40hrs; I ordered my drink and food and asked the staff to clear dirty dishes on table for me, he replied yes without looking at me …",1
Am appalled by the service or lack of it at Star Vista. Ordered food and drinks at 334pm. Staff only realised food wasn’t prepared when I enquired abt it at 406pm. Prawn salad served at 415pm. But our grilled chicken was served to another …,1
Watery and tasteless pasta Alfredo combined with rude and poor counter service would have called for a 1 star rating. Only saving grace was the coffee which was served with no less than a clanging of the saucer on the tray. This is specific only to Star Vista branch. Have no issues at my usual branch.,1
Poor customer service. Because we sit outside table and  the stuff don’t even bother us and we have to take water ourself .  The presentation of food is not good and they even missed our order .,1
"Must try their cake! Always one of the chooses in my cake list.
Grilled Seabass is very nice. Taste like tikka masala. Fish is fresh.
Egg Benedict, salmon with thick toast, is cold. Very disappointed. Taste weird and awful.",1
"Only bakery stuff were nice. Food was reallyyyyyyy awful. Tumeric prawn pasta....ughhhhh. Found a piece of paper in the dark chocolate cake. Sent in feedback, not a single apology or reply.",1
"Ordered via grabfood and gosh, what a terrible misrepresentation! I feel cheated and am terribly disappointed.",1
2 counter staff. 10 people in queue. 20+minutes to place order.,1
Avoid their Pandan cakes...,1
Took 20 mins to prepare 1 meal,1
"Service too slow,",1
Bad service,1
Terrible service. All the staff just ignored my existence. One even just looked at me the whole time and not attend to me and there was no one else in front of me  Was just getting a muffin too small a sale for them??,1
Terrible service. Unfriendly and unwelcoming. Better training required for its staff. Stood at the counter for 20mins and was completely ignored. Lucky for the company the food is good I guess…,1
I came here three times at 7pm and always they say that it’s closed. Food isn’t available any time. Better to close than to open and have no food.,1
Queued for 10 min before being served. Wanted to buy baguette and garlic bread. Indian female staff was rude and  refused to slice baguette. In the end I had to give up buying the baguette. This is probably the only branch with rude staff …,1
The smoked salmon and broccoli was hard. Place was not crowded during lunch hr (1.30pm) Cost $14.80 with orange juice set,1
"Service staff is rude and curt. At 6pm, dinner time, very curtly informed me there’s no hot food left (strange), only pastries and cakes and drinks.",1
Service and food standards have dropped drastically when we visited on a Saturday night. We were served raw sweet potato in the salad and stale bread w the soup. I made a complain to the lady service staff who just mentioned to write in without even glancing at the food I brought infront of them or checking their own food. Pathetic!,1
Food was terrible. The ingredients were not fresh and some of them tasted off. The place is also dirty around where the food is served. One of the worst meals I’ve had in Singapore.,1
"Came here for a short break and bought a ice green tea. Service was bad, the Indian female worker dressed in black was rude and impolite. When I politely ask for a straw, she rudely rejected me and was impatient when I was ordering my …",1
"Website show 11am, but a lame excuse was given ""technical fault"" ? Have to open at 11:30am in a f&b setting? Why not say you are under prepared and the Indian lady who say that is definitely late for work as she step in at 11:05hrs …",1
Avocado on toast was tiny and poorly prepared. No service due to current covid guidelines but staff behind the counter was grumpy and looked resentful.,1
"The staff is Super unfriendly and didn’t seem to care about the food that they are serving. We ordered a açai smoothie bowl but it turns out to be a açai smoothie, very watery and didn’t taste right. It’s a bright red. The fruit doesn’t taste fresh. Never ever pay S$9.50 for this.",1
"Service at this outlet was absolutely terrible, and there was a fly in the display case at the front. Walked in intending to buy a few slices of cake, and was left standing there for 5 minutes while being ignored by the staff on duty. Even …",1
Came here for coffee few times but was told that no more coffee after 730pm..yet shop closing time is 9pm... Why not close earlier so that the staff can go back rest early.,1
Soba/ noodle ran out already at only 7pm.,1
Bought a romaine salad here and halfway through discovered the bottom of the bowl was full of dead ants. Disgusting. I guess I'll toss and turn in my bed tonight wondering what else was in my meal,1
"Toss and Turn restaurant sells salad meal at $11 for 1 protein, 2 base and 4 toppings a sumptuous meal.",1
The iced chocolate was a total waste of money. There was hardly any taste of chocolate at all. It was so diluted.,1
"Poor service staff . Very poor attitude need retrain.
The ondeh cake and carrot cake are not good. Not recommended for cakes",1
Monosyllabic answers delivered with a deadpan expression 31/10 AM. Would recommend if you are fine with poor service,1
Salad lettuce was brown and service was slow and  recorude.Cannot recommend this location.,1
Not a good place to go to. Don't go don't waste money.,1
"Horrible service due to attitude, unfriendly, unhappy vibe here.",1
"Seabass in bits and pieces for both the 2 orders made. Not properly grilled like before or it is just the problem of this outlet. Disappointing 😞
Further review after eating... very disappointing. Maybe only cakes are good for now. Cashier very unfriendly …",1
"Service is not there, not worth it to pay service charge! The staff simply asked us to find a seat on our own. When we wanted to order, staff huddled at the counter and talked on their own. Had to walk up to order. …",1
"UNHAPPY ABOUT THE SERVICE QUALITY

I ordered 12 cups of mixed FRUIT yoghurt but received 12 cups of mixed SEEDS …",1
Absolutely rubbish food and service! Every food item lacks flavour. Don’t even think of stepping inside the restaurant.,1
"Waited 30 mins for avo on toast.  When I asked the manager on the status of my order, he went off but never came back to update me on the status.  10 mins later I had to ask another staff.  At least she offered to give me soup for free.  No …",1
"Lackluster service. We actual could have walked out without paying. We stood for >5 mins just waiting to pay. No one at the cashier. And when we finally found someone, she asked us if we’d like to place our order. Clearly, no idea that we …",1
"Went there for their high tea set. Service was terrible. Feels like the staff were not attentive to us as we were seated in the corner. Takes 10 minutes to even get a glass of water from them, after I walked up to the counter to ask. Staff …",1
"Went there with my parents yesterday, served with bad service. Everything was very slow, very hard to get the attention of the staff. When the food we ordered finally arrived, and we were about to dig in, realised no cutlery was provided at …",1
"Have to wait for 45 minutes to get your food on Sunday, 24 April 2022. Service is bad.",1
The bread in the beef burger that I have ordered is burnt. The bread accompanied my soup is hard and cold. Disappointed with the standard. Don't recommend.,1
I go here often food is v good. Service is pathetic. There is typically 1 overworked waiter trying to serve everyone. The new counter staff is rude and passive aggressive. Some large lady called Sia or some such ignored me while I stood at …,1
"Friday night, way understaffed, they oversold all their desserts and it's currently a full house at 9pm with 3/4 of the tables waiting for desserts, which they don't have enough stock for and are now forced to sell the cakes from the front …",1
I can attest all the bad reviews about Cedele's service and the service crew. The worse the review the truer it is in fact. I will never give any cent of business to Cedele. So many other wholesome cake shops and dessert places around. You are so NOT worth it Cedele!,1
"We went Cedele at Star so disappointed with limited selection!
1) Lassi (Not Available)
2) Cookie and Cream Milkshake (Not Available) Only Strawberry flavour …",1
"The Chinese man and Indian man at Wheelock branch on 16 Nov have terrible body odour. Everytime they walk pass our table, we can smell the terrible body odour that lingers around before it fades. It is very disgusting. Never had I been to a …",1
"Came here tonight for cakes and drinks. Severely understaffed. Took them 10 mins just to clear a table, while we stand at the table looking at the left overs. And the service staff walked away without placing new table mats and cutlery, as he was busy attending to other tables. The company can review the number of staff.",1
"Terribly understaffed-waited an hour for food to come(everything at once)
Went to the counter to give our order but they kept telling us to return to our seats; Said they'd take it there but they never came
Food was so-so",1
"Childs Hamburger. Half pattie (not even sliced horizontaly, it was broken in half.) Half a slice of cheese. Cold sweet potato fries.
""GOURMET"" Steak sandwich. 5 thin and totally inedible  raw slices of beef …",1
Worst service I had in Singapore. Waiters were rude and barely spoke English. Slow service at lunch tine and thy refused to split the bill... my last time there,1
Waited half an hour for our food absolutely no apology from their staff. When the food finally came it was the wrong order. We had to go back to work so left with no lunch. Pathetic!,1
"ordered salad ""take away"" and got spoiled avocado. Do they reaaly not care about returning customers???",1
Bad coffee. Don’t even try.,1
Salad was really bad quality! Don't try,1
Asked for milk with the tea 3 times and it finally came without an apology,1
Expensive and very small portions. Don't bother.,1
Bad experience with service.,1
Poor service,1
Poor service.,1
"Wanted to find a place to sit down and ordered the only ice tea on the menu. I asked for less ice and the staff duly gave me a cup that is about 80% full saying that usually the empty space was to be filled with ice. So never mind, I said …",2
"I ordered a sriracha mayo chicken, avocado sandwich. I guess the ingredients were healthy but the whole sandwich was dry. I couldn't taste the sriracha or the heat of it. Likely the amount of sauce was inadequate. It was partly compensated …",2
"Rude older lady staff, with a history of making mistakes when preparing food orders for takeaway. No avocado in the ""smoked salmon and avocado"" sandwich. The Hillview outlet is much better",2
Felt that the sandwiches and the bagels weren't that great... rather dry and hard.,2
"Matcha latte was quite clumpy, not well dissolved.",2
"Ordered the black pepper crab and prawn pasta ($22). Prawns were really unfresh, mushy and falling apart - refer to pic. Disappointed as I've always liked the food at Cedele.",2
"We came here quite often as we stay nearby. This time, total dissappointment as I see no manager on duty and the service staffs were too busy doing online order (packing and fulfilling order). It was an obvious scene of short manpower and …",2
"I feel quite sad that I’m leaving this unhappy review as this used to be one of my favourite places to come and eat. Recently, the service has become very slow, and we’ve also noticed that some dishes no longer taste as they used to, …",2
"The crowd was moderate but the service staff attitude is terrible. I am here and sharing my views.
Though we ordered 1 kids meal, the staff repeatedly asked if our child was below …",2
Food quality can be great one time and super low during peak periods like lunchtime. Pasta overcooked and wet was the worst. Kitchen is super inconsistent. Not sure if there is a change in staffing.  Used to prefer this branch every weekend …,2
"Food is disappointing, oily and not of a good quality product. This is not worth better than fast food in mac donald.",2
"3 staffs were at the counter but only one was working, trying to juggle with 3 jobs - cashiering, packing, cake cutting. Others were just loitering around or busy with their phones rather than helping the poor girl at the cashier. Visit only if you have a lot of time abs patience to spare.",2
be careful when redeeming kris+ vouchers here. I wanted to redeem 3 but they redeemed 4vouchers and refused to give me a 4th pastry despite being approached,2
"Bland food, bland drinks, over priced....
Paid a $30 meal that had no taste and left without being able to stomache the full meal …",2
Food is alright but customer service is abysmal. Elderly lady called Lucy is especially rude and should honestly not be in front of house with an attitude like that. …,2
I live around the area and I eat at Cedele a lot. The food is pretty good here but the service is atrocious. Staff are all very rude and unfriendly. Don’t think they actually understand what customer service is.,2
The service is rather poor. Curt staff that made me shift a smaller table beside me whilst I was eating because of “peak hour”. Yet the cafe was half filled at 6pm while i was eating (on the table of 4) and half filled when I left. …,2
"Slow. Not other word can describe the service level. Oh yes, there are two words to describe: damn slow. Zzz.....",2
Nothing outstanding.. pricy okay food.. maybe the food is Instagram worthy,2
"Expensive food, poor customer service.",2
Ordered burger but came with normal sandwich bread. Disappointment.,2
Not worth the price and average service.,2
Poor experience with service staff,2
Staff is rude.,2
Standard has dropped recently. You should try their pasta… it’s very undercooked and stiff. Beef burger used to be nice but now it’s not so flavourful. It’s a pity. Used to be my fav place to dine.,2
"Within 4 months, the same size whole cakes went up in price at about 13%, I understand inflation to be at about 4.8%, hoping the quality would still be good. Recently dined in and the quality / quantity is not the same for increased overall …",2
"Not cheap at all, and the food was surprisingly normal. If I'm being super honest, I wouldn't really go again nor recommend this place to friends. And their service is also not excellent.",2
Service quality and food quality is quite poor. Staff on duty this morning is not friendly. Food took 15mins to arrive even though the place had little crowd. This outlet needs a quality check.,2
Usually enjoy this cafe for coffee however the last time I went the coffee was badly burnt and tasted horribly bitter. Went back to ask to remake because their coffee is not cheap. Same result. Couldn't be bothered asking them to make …,2
"Had oat latte and was quite good. However, I fail to understand how in today's world, any chain doesn't cater to plant based eating. They used to have a decent menu of plant based sandwiches, but now have zero! The only thing a vegan can …",2
"Was planning to come here for a quick lunch, but it turned out to be a rather unpleasant experience. …",2
"2 stars for the lack of cleanliness in this outlet. We are there regularly and most of the time, the floor is littered with scraps of leftover food or tissue, even the seats had food crumbs on it. Can the management do something about the …",2
"This used to be one of our favorite stops as a family but over the years, it’s gotten really run down. My daughter and I planned a special morning out to play games and have a treat the other week. We walked in at opening and walked right …",2
"Seriously need staff training or reorganizing of the operations. There’s only one cashier who needs to do everything — taking orders for dine-in and take-away customers, preparing the cutlery and tray and number, telling the other staff to …",2
Very dissapointed with the staff. We wanted to order dinner but our small 10 yr old kid wanted to eat a leftover pizza that he bought from another stall. The staff didnt allow him to eat it. Thats Eventhough the rest of the adults told them …,2
Open kitchen plus poor ventilation. Had a fresh set of clothes. Went in for afternoon bite. Came out smelling oily all over. Rather bad.,2
"Breakfast menu limited and very much Over Priced, Lunch not any better, Coffee is over priced, No WiFi and the Sofa seats old deteriorated and stained. This place is a real disappointment compared to other Cedele outlets.",2
Ordered sea bass curry sauce was extremely small tiny piece of fish. Not even half a size from the what we saw in the menu. The broccoli with rotten didn’t clean properly. Need more improvement @ 2 HillV Cedele.,2
counter staff forever slow and no initiative for another staff to help out when Q is forming longer especially during peak time... and their slice cakes sizes is always differently cut in sizes as there's time when it was pathetically cut …,2
Menu keeps changing. They can't seem to make up their minds what to offer. Has changed at least twice in past 4 months. Will not recommend if you are after consistent food.,2
"The slice is soooo small. It has been inconsistent in the cake slices, especially for pick up orders.
Disappointed.",2
Have stopped patronising this outlet as nothing quite annoys me more than seeing rude and seemingly unhappy staff.  Have other better ways to spend my day and money.,2
Heavily understaffed. Waited 40 minutes for a simple sandwich,2
"We waited one hour for a breakfast wrap, turns out too salty.",2
"Got some fly, disappointed",2
"Crowded, slow and expensive",2
Service is poor and slow.,2
Mediocre branch unfortunately.,2
Slow service,2
"Wild mushrooms soups very powdery
Raspberry vanilla soda tasted like medicine & no VANILLA taste in it.  Latte jus normal. …",2
Totally different standard from other Cedele outlets I have been to.  The barista never bother to decorate the coffee served.  The coffee tasted different too - I asked for cappuccino & there was hardly any foam in the coffee. Tasted like …,2
"Ordered oneh oneh cake for takeaway online.
Staff took quite long to pass me the cake.
Cake is not delicious, can find nice ones elsewhere. Should had ordered their carrot cake instead ..",2
"My first time eating at Cedele.

Most of the time very packed, so hard to find a table for 5. …",2
I used to order the miso tofu pasta & I love e taste. Recently when I order from the new shifted place at WWP the whole dining experience was awful. As usual I ordered the miso tofu spaghetti but e whole plating look diff & the pasta was …,2
"Standards dropped by a ton. Grilled chicken thigh is hard considering the price.
For $21 for a Eggs Benedict, you better deliver good quality and quantity! But it tastes terrible. Maybe they make it up by giving a lot of side salad veggies!",2
"Went to Waterway branch for a simple tea plus cake it took a long time trying to communicate to the auntie cashier
Don’t seems to understand my order repeated several time on my order …",2
Salmon grain bowl delivery. Food portion size was so tiny. Not sure if this was because of a online special,2
"Always enjoyed the food from Cedele. However I really cannot understand the attitude from the staff not only from WP but their other outlets as well. Not the first time. Even when I greet a 'hi' or say thank you, the staff do not return the …",2
"For a relative empty store, the staff were very slow. 15mins to place our orders and another 15 mins for our food to be served. The store seemed to be under staffed",2
"Ran out of soy milk when I was there but was charged for it, cashier didn't realise need to refund.. I Had to ask for it. The cushioned chairs were hard and not comfortable. Also, no WiFi so not a good place for work/meetings.",2
Ordered blueberry pancakes but only to found a metal thing on the pancakes. How can I eat? Maybe there is more of that metal thing inside the pancakes? How can this be happening? Then the maple syrup side plate was dirty. Had some stain on it. How can I be sure that the food is even safe to consume?!,2
"Very expensive and not so comfortable place to eat in
Many items you want to order but don't have
Especially Banana Chocolate Cake unsompareable to KL-VCR,  Banana Chocolate Cake …",2
"Tea ordered....their cups were just too small for the price paid.
Staff were a little slow at cashier....
plus smiles and greetings were very lacking.....unlike the early years.",2
The food was so-so and baked beans were missing from the All Day Breakfast. There are even a sparrow flying around inside !,2
Terribly average... not too worth the price. The everyday breakfast is hardly worth and hardly tasty.,2
I didn't like the food,2
"Spent $70 for 3 breakfast dish. Food is over-priced, staff is not proactive.",2
Treats set only available on weekday only for this branch? Strange...,2
Food is so-so and only counter service. Lacking the warmth and customer touch.,2
Food is ok but service is terrible. Slow and rude,2
Poor service standards,2
Slow service,2
Service was slow,2
Food has worsened so much after the move. Used to be my favourite haunt but unfortunately I’m not going back for lunch anymore. Will still buy the carrot cakes though.,2
There's a shocking drop in the standard of desserts. My order (via deliveroo) of carrot cake slice and strawberry tart today was such a disappointment. The carrot cake was so much smaller - it's about 30% of the usual size of a cake slice I …,2
Service staff were not friendly,2
"The food is great, but the staff is unnecessarily rude. Forces me to leave my table for the reason that there is not enough table meanwhile clearly more than 5 that were available. They could have asked me nicely but instead said: ""you need …",2
"There are work tables, but I was informed that none of the plug points in the seating area work. Then why do you even have work tables? I also found the servers quite rude. Not a pleasant experience",2
"I think the staff have some issues working in Cedele. They looked angry and frustrated while serving the customers, they were so unwilling to serve anyone. And the service was really slow. Had to queue for 20 plus mins. Starbucks could …",2
"The hard product is generally good and predictable, and the staff try their best. This outlet, is, however, extremely poorly managed: coffee spoons ran out when the outlet is barely half-full, alongside all of the plastic stirrers in their …",2
"Went here for breakky after our night flight from India.
It's was f surly underwhelming.
Staff didn't seem to know what to do and were confused by order. Ended up with …",2
I tried their salad and found that some vegetable went bad.. I was able to smell something sour and also the taste was gone. It could cause serious food poisoning. Luckily I threw them away to rubbish. …,2
"I love the food but not the staff. Not friendly at all.. Patronise twice, smile to them and speak to them nicely still.. Well I guess Singapore every where is the same..",2
"Not a great place. Seating and ambiance pretty bad, had an iced chocolate, it was 5.50, a huge rip off. Only good thing were the staff.",2
"Western (espresso machine) coffee was extremely bad, cake ok.  Regretted not getting a tastier kopitiam coffee at a third the price...",2
"Food was not great and portions were small for the price. Maybe it was just today, but standards were not met.",2
Pretty bad service and food. For a place that is supposed to be known for breads it was hard and stale.,2
Service at counter not good. Serving staff not attentive to customers. Seatind arrangement like canteen style,2
Quality of food has really deteriorated.,2
The eggless cake is too good,2
I have always liked cedele but the food at this outlet is disappointing. Had the ham cheese mushroom and spinach egg wrap. The mushroom and spinach was watery and the wrap was soggy.,2
"It was a lousy experience dining here and I hope Cedele will relook into the quality of service rendered by their staff. When one of my colleague was just checking on the ingredient content due to an allergy, she rudely replied that ‘if you …",2
"Food tastiness is inconsistent. Most of the time it tastes good, certain times not. But the service quality from the staffs is really poor. You can sit there for a very long time without any of them paying attention to you. I think what they need is a floor manager (i doubt they have) or at least a proper training.",2
"For vegans out there trying to find a place where you can eat with your non-Vegan friends, you may want to visit another outlet (maybe Wheelock Place). The mushroom & avocado toast I ordered (which cost $18 - not worth it) was cooked in the …",2
Was there on CNY first day and it wasn’t really busy. Staff were all seemed to be occupied in their own world and nobody came to serve the menus or anything. We had to wave for attention for a while and ordered 2 drinks. The staff (Indian …,2
"Poor service, servers here appear preoccupied and distracted/on the phone. Vegetarian options were also limited, and contained traces of meat (particularly the beet burger). In all, a very mediocre experience and pales in comparison to the Parkway franchise.",2
